Subject;Party;RevAOTE;CRT_ACC;Conspiracist_Ideation;Paranormal_Belief;MV_Traditional;MV_CareFairness;Social_Conserv;Fiscal_Conserv;FreeMarketIdeology;ConservativeOpinions;Science_Overall;Religious_Belief;GodType;Theism;PolCat;Conservatism;IdeologicalStrength;DemRep_C;MV_Rationality;Random;P.Abortion;P.GayMarriage;P.Military;P.CapitalPunishment;P.MenFeminism;P.PoliceAuthority;P.War;P.ControlSpeakers;P.MenSexism;P.MicroAggressions;GovTrust;P.GlobalWarming;P.BigBang;P.Evolution;P.OldEarth;P.StemCell;P.Vaccines;P.TechProblems;P.ModernMedicine;P.IQHeritable;P.Detox;P.Genes;P.GM_Health;P.NuclearPower;TrustScien;Education.0;ResponseID;ResponseSet;Name;ExternalDataReference;Email;Status;StartDate;EndDate;Finished;age;gender;hhi;ethnicity;hispanic;education;political_party;region;confirmCode;Order;Consent;AOT2;AOT2_1;AOT2_2;AOT2_3;AOT2_4;AOT2_5;AOT2_6;AOT2_7;AOT2_8;AOT_RT_1;AOT_RT_2;AOT_RT_3;AOT_RT_4;CI;CI_1;CI_2;CI_3;CI_4;CI_5;CI_6;CI_7;CI_8;CI_9;CI_10;CI_11;CI_12;CI_13;CI_14;CI_15;CI_RT_1;CI_RT_2;CI_RT_3;CI_RT_4;PB;PB_1;PB_2;PB_3;PB_4;PB_5;PB_6;PB_7;PB_8;PB_9;PB_10;PB_11;PB_12;PB_13;PB_14;PB_15;PB_16;PB_17;PB_18;PB_19;PB_20;PB_21;PB_22;PB_RT_1;PB_RT_2;PB_RT_3;PB_RT_4;Moral;Kindness;Purity;Autonomy;Helfpulnes;RespectAut;Fairness;AvoidHarm;Rights;Patriotism;RespectTra;Knowledge;Facts;Empiricism;Irrational;Ignorance;Moral_RT_1;Moral_RT_2;Moral_RT_3;Moral_RT_4;Sci;Evolution;GlobalWarm;TechProble;GM_Health;BigBang;Vaccines;OldEarth;ModMedicin;StemCell;IQHeritable;Detox;NuclearPower;Genes;Sci_RT_1;Sci_RT_2;Sci_RT_3;Sci_RT_4;Politic;Abortion;GayMarriag;War;CapitalPun;Military;PoliceAuth;Microaggre;ControSpea;MenSexism;MenFeminis;FMI_1;FMI_2;FMI_3;FMI_4;FMI_5;Politic_RT_1;Politic_RT_2;Politic_RT_3;Politic_RT_4;Rb_1;Rb_2;Rb_3;Rb_4;Rb_5;Rb_6;Rb_7;Rb_8;Rb_9;CRTInst;CRT1_1;CRT1_2;CRT1_3;CRT3_1;CRT3_2;CRT3_3;Age.0;English;Income;Ethnicity_1;Ethnicity_2;Ethnicity_3;Ethnicity_4;Ethnicity_5;Ethnicity_6;Ethnicity_6_TEXT;Ethnicity_8;Social_Conservatism;Fiscal_Conservatism;Party_TEXT;POTUS2016;Trump_favorability_1;Trump_2020;Gender.0;Gender_2;Gender_TEXT;LocationLatitude;LocationLongitude;LocationAccuracy;AOT2b_1;AOT2b_2;AOT2b_3;AOT2b_4;AOT2b_5;AOT2b_6;AOT2b_7;AOT2b_8;P.AOT2_1;P.AOT2_2;P.AOT2_3;P.AOT2_4;P.AOT2_5;P.AOT2_6;P.AOT2_7;P.AOT2_8;P.CI_1;P.CI_2;P.CI_3;P.CI_4;P.CI_5;P.CI_6;P.CI_7;P.CI_8;P.CI_9;P.CI_10;P.CI_11;P.CI_12;P.CI_13;P.CI_14;P.CI_15;P.PB_1;P.PB_2;P.PB_3;P.PB_4;P.PB_5;P.PB_6;P.PB_7;P.PB_8;P.PB_9;P.PB_10;P.PB_11;P.PB_12;P.PB_13;P.PB_14;P.PB_15;P.PB_16;P.PB_17;P.PB_18;P.PB_19;P.PB_20;P.PB_21;P.PB_22;P.Kindness;P.Purity;P.Autonomy;P.Helpfulness;P.RespectAuthority;P.Fairness;P.AvoidHarm;P.Rights;P.Patriotism;P.RespectTradition;P.Knowledge;P.Facts;P.Empiricism;P.Irrational;P.Ignorance;TechProblems;GM_Health2;Vaccines2;Detox2;PI.Abortion;PI.GayMarriage;PI.MicroAggressions;PI.ControlSpeakers;PI.MenFeminism;FMIb_1;FMIb_2;FMIb_3;FMIb_4;FMIb_5;P.FMI_1;P.FMI_2;P.FMI_3;P.FMI_4;P.FMI_5;P.Rb_1;P.Rb_2;P.Rb_3;P.Rb_4;P.Rb_5;P.Rb_6;P.Rb_7;P.Rb_8;P.Rb_9;CRT_ACC_1;CRT_ACC_2;CRT_ACC_3;CRT_ACC_4;CRT_ACC_5;CRT_ACC_6;AOT_split;DemRep;RepDem;ZConservativeOpinions;ZRevAOTE;ZCRT_ACC;ZDemRep_C;AOTxCRT;AOTxDemRep;DemRepxCRT;AOTxDemRepxCRT;ZConspiracist_Ideation;ConspxDemRep;AOTxDemRepxConsp;Hisp;White;Black;ZConservatism;AOTxConserv;College;CollegeDegree
143;1;85;.5;48.3333333333333;2.27272727272727;75;93.3333333333333;25;0;30;30;73.0769230769231;5.55555555555556;4;2;1;12.5;37.5;2;65;2;0;0;100;50;0;50;0;50;0;50;1;0;83.3333333333333;100;100;100;100;83.3333333333333;83.3333333333333;100;16.6666666666667;83.3333333333333;100;0;5;6;R_3qpNguLQ9QlMilY;Default Response Set;Anonymous; ; ;0;5/9/2019;5/9/2019;1;76;2;19;1;1;7;1;1;608129;2;1;1;6;6;2;6;1;1;6;6;6.481;61.637;62.706;14;1;4;3;3;3;2;3;1;1;1;4;4;3;4;3;5;9.969;146.805;147.899;28;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;1;1;1;1;1;4.001;75.957;77.27;39;1;6;1;4;6;6;6;6;6;6;6;4;6; ;6;1;5.29;123.888;124.94;24;1;7;1;2;1;6;1;7;6;7;7;6;1;6;8.088;108.413;109.281;42;1;7;7;1;4;7;4;4;4;1;7;4;4;1;7;4;7.187;225.286;226.751;64;1;1;1;1;1;1;1;1;4;1;8;50;6;2;8;3;76;1;11;1; ; ; ; ; ; ; ;2;1; ;1;0;1;2;2; ;41.960296630859;-79.999603271484;-1;6;6;5;1;6;6;6;6;100;100;80;0;100;100;100;100;75;50;50;50;25;50;0;0;0;75;75;50;75;50;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;100;0;60;100;100;100;100;100;100;100;60;100; ;100;0;6;7;7;2;1;1;4;4;1;4;4;1;1;4;50;50;0;0;50;0;0;0;0;0;0;0;0;50;0;0;0;1;1;1;2;1;2;-.940604596750354;.709103066829254;.563140804232796;-.70847225025243;.399324871338168;-.502379845417421;-.398969632783772;-.282910590178714;-.206972160601163;.146634032360713;.103978642048522;0;1;0;-1.33865907759465;-.949247257361189;2;2
144;1;82.5;.833333333333333;58.3333333333333;51.5151515151515;65;93.3333333333333;0;75;30;20;75.6410256410256;35.1851851851852;4;2;2;37.5;12.5;1;100;2;0;0;16.6666666666667;100;0;16.6666666666667;33.3333333333333;16.6666666666667;0;16.6666666666667;2;100;100;100;100;100;100;83.3333333333333;83.3333333333333;100;0;100;0;16.6666666666667;5;5;R_3O8QyHtJSXrLbf8;Default Response Set;Anonymous; ; ;0;5/9/2019;5/9/2019;1;66;2;-3105;1;1;6;1;4;16519;2;1;1;6;6;1;2;3;1;2;6;14.076;65.692;68.348;12;1;4;4;4;2;2;4;3;4;1;3;4;3;3;4;5;8.557;147.094;148.869;25;1;4;6;1;4;2;5;5;6;1;3;2;4;4;5;1;4;7;5;5;6;5;5;7.225;135.791;138.028;32;1;6;6;5;6;5;6;6;5;2;4;6;6;6;6;6;9.48;135.96;137.213;26;1;7;7;2;7;7;1;7;6;7;7;7;2;7;7.4;78.722;80.765;20;1;7;7;3;7;2;2;6;6;1;7;1;2;4;7;6;22.557;205.197;206.827;29;2;1;1;5;4;5;4;2;4;1;4;10;39;2;8;1;66;1;3;1; ; ; ; ; ; ; ;1;4; ;1;0;1;2;2; ;33.632507324219;-112.12770080566;-1;6;6;6;5;4;6;2;6;100;100;100;80;60;100;20;100;75;75;75;25;25;75;50;75;0;50;75;50;50;75;100;50;83.3333333333333;0;50;16.6666666666667;66.6666666666667;66.6666666666667;83.3333333333333;0;33.3333333333333;16.6666666666667;50;50;66.6666666666667;0;50;100;66.6666666666667;66.6666666666667;83.3333333333333;66.6666666666667;66.6666666666667;100;100;80;100;80;100;100;80;20;60;100;100;100;100;100;6;1;7;1;1;1;2;2;1;1;6;4;1;2;0;83.3333333333333;50;0;16.6666666666667;16.6666666666667;0;0;66.6666666666667;50;66.6666666666667;50;16.6666666666667;50;1;1;1;1;1;0;2;1;2;-1.48618938524068;.484770794435024;1.77032612552368;-1.37007356282913;.858202402279195;-.664171649487099;-2.42547702216572;-1.17580042291917;.250406010014171;-.343074654293941;-.166312572712595;0;1;0;-.418220047662139;-.202740864753829;2;2
145;1;80;.166666666666667;50;48.4848484848485;55;66.6666666666667;100;100;50;50;66.6666666666667;50;4;2;3;100;50;1;60;2;50;50;50;50;50;50;50;50;50;50;4;100;100;100;100;100;100;83.3333333333333;100;50;0;33.3333333333333;0;0;3;4;R_1OJ0PitkEiraPj7;Default Response Set;Anonymous; ; ;0;5/9/2019;5/9/2019;1;24;2;13;1;1;4;2;1;11392;1;1;1;6;6;1;4;4;1;4;6;3.392;244.226;244.801;21;1;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2.647;56.353;56.854;34;1;4;4;1;4;4;4;4;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;298.109;545.455;546.091;56;1;4;1;4;5;6;5;4;4;3;5;3;5;6;3;3;69.324;539.073;539.904;43;1;7;7;2;7;7;1;7;7;7;4;7;1;3;1.183;673.788;674.303;48;1;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;1.096;24.282;24.854;27;4;4;4;4;4;4;4;4;4;1;8;50;20;1;8;1;24;1;8;1; ; ; ; ; ; ; ;5;5; ;1;0;1;2;2; ;40.760894775391;-73.911499023438;-1;6;6;6;3;3;6;4;6;100;100;100;40;40;100;60;100;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;0;50;50;50;50;66.6666666666667;50;50;50;50;50;50;50;50;50;50;50;50;50;50;60;0;60;80;100;80;60;60;40;80;40;80;100;40;40;6;1;7;1;4;4;4;4;4;4;4;4;4;4;50;50;50;50;50;50;50;50;50;50;50;50;50;50;0;0;0;0;1;0;2;1;2;.150564980230305;.260438522040794;-.644044517058094;-1.37007356282913;-.167734002151087;-.356819933790382;.882388366106346;.229807921934728;-.130742465498608;.179126795518741;.0466515178828045;0;1;0;1.88287752716915;.490373840359757;2;2
146;1;60;.166666666666667;31.6666666666667;16.6666666666667;40;60;50;50;53.3333333333333;48.3333333333333;57.6923076923077;22.2222222222222;4;2;4;50;0;2;40;2;50;50;33.3333333333333;50;33.3333333333333;50;50;50;50;66.6666666666667;4;66.6666666666667;66.6666666666667;66.6666666666667;66.6666666666667;66.6666666666667;33.3333333333333;33.3333333333333;66.6666666666667;66.6666666666667;33.3333333333333;66.6666666666667;50;66.6666666666667;3;6;R_3PaGe4DREYEq1q9;Default Response Set;Anonymous; ; ;0;5/9/2019;5/9/2019;1;37;2;12;1;1;7;2;3;645182;1;1;1;4;4;2;4;3;2;4;3;8.632;74.118;74.138;26;1;3;3;3;3;3;1;3;1;2;1;2;2;1;3;3;5.953;119.621;120.393;42;1;1;4;1;1;1;1;1;1;1;1;1;3;3;1;1;3;4;4;2;2;4;3;24.69;141.345;142.225;52;1;4;1;4;4;3;5;4;3;3;5;4;3;3;4;1;9.916;69.634;70.611;38;1;5;5;5;4;5;5;5;5;5;5;5;5;5;62.54;85.406;86.191;27;1;4;4;4;4;3;4;3;4;4;5;4;3;4;4;4;8.715;47.335;48.068;39;4;4;1;1;1;1;1;4;4;1;8;50;80;2;7;1;37;1;7;1; ; ; ; ; ; ; ;3;3; ;1;0;1;2;2; ;25.890594482422;-80.178398132324;-1;4;4;5;3;4;5;4;3;60;60;80;40;60;80;60;40;50;50;50;50;50;0;50;0;25;0;25;25;0;50;50;0;50;0;0;0;0;0;0;0;0;0;33.3333333333333;33.3333333333333;0;0;33.3333333333333;50;50;16.6666666666667;16.6666666666667;50;33.3333333333333;60;0;60;60;40;80;60;40;40;80;60;40;40;60;0;3;4;3;3;4;4;5;4;3;4;5;4;4;4;50;66.6666666666667;50;50;50;50;50;0;0;0;0;0;50;50;0;0;0;1;0;0;1;1;2;-.396821319382198;1.29466161677986;-.304880900126228;-.87225664267505;-.394717599082722;-1.12927719525266;.265934390359851;.344295047780652;-.969269111626721;.845451421156152;1.09457350382286;0;1;0;.041999467304118;.0543750982438423;2;2
147;1;50;0;50;50;80;80;50;50;50;50;50;50;4;2;4;50;0;2;80;2;50;50;50;50;50;50;50;50;50;50;4;50;50;50;50;50;50;50;50;50;50;50;50;50;3;4;R_3g88xc8W3nZ1sC8;Default Response Set;Anonymous; ; ;0;5/9/2019;5/9/2019;1;34;2;1;1;1;4;2;4;980826;2;1;1;4;4;4;4;4;4;4;4;5.608;27.957;28.98;21;1;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;1.584;27.268;28.069;31;1;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;1.867;54.2;55.215;48;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;28.084;62.234;63.266;36;1;4;4;4;4;4;4;4;4;4;4;4;4;4;62.823;114.089;114.953;33;1;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;6.165;59.478;60.738;38;4;4;4;4;4;4;4;4;4;1;18;50;20;1;7;1;34;1;1;1; ; ; ; ; ; ; ;3;3; ;4;6;4;2;2; ;34.571502685547;-118.02310180664;-1;4;4;3;3;3;3;4;4;60;60;40;40;40;40;60;60;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;4;4;4;4;4;4;4;4;4;4;4;4;4;4;50;50;50;50;50;50;50;50;50;50;50;50;50;50;0;0;0;0;0;0;1;1;2;-.262134612586216;-.183817334734456;-.972539951445464;-.87225664267505;.178769701797483;.160335891260953;.848304432915177;-.155933059901892;-.130742465498608;.114040984010874;-.0209627097313736;0;1;0;.041999467304118;-.00772023014010991;2;2
148;1;60;.333333333333333;43.3333333333333;50.7575757575758;40;73.3333333333333;50;50;50;48.3333333333333;55.1282051282051;66.6666666666667;4;2;4;50;0;3;24;2;16.6666666666667;0;100;83.3333333333333;33.3333333333333;50;50;66.6666666666667;33.3333333333333;50;3;66.6666666666667;50;50;66.6666666666667;83.3333333333333;50;66.6666666666667;50;33.3333333333333;33.3333333333333;66.6666666666667;50;50;3;4;R_2f6sNu09S19oFpr;Default Response Set;Anonymous; ; ;0;5/9/2019;5/9/2019;1;69;2;3;1;1;5;2;4;22720;1;1;1;5;4;3;4;3;3;4;4;9.34;54.908;55.689;16;1;3;3;4;3;3;2;2;2;2;2;3;4;2;3;3;6.955;85.604;86.627;36;1;4;4;1;4;4;5;4;5;1;5;5;5;4;4;1;6;4;4;4;4;6;5;5.078;88.515;89.402;47;1;6;1;4;5;4;5;5;3;3;4;1;4;1;4;1;3.223;95.667;96.673;33;1;4;5;3;4;4;4;5;4;6;3;5;4;5;5.107;99.419;100.481;32;1;6;7;4;6;7;4;4;3;3;5;4;4;4;4;4;6.894;118.174;119.435;38;6;6;4;5;6;4;4;4;6;1;8;50;20;2;8;1;69;1;3;1; ; ; ; ; ; ; ;3;3; ;1;0;1;2;2; ;33.561294555664;-112.14420318604;-1;5;4;4;3;4;4;4;4;80;60;60;40;60;60;60;60;50;50;75;50;50;25;25;25;25;25;50;75;25;50;50;50;50;0;50;50;66.6666666666667;50;66.6666666666667;0;66.6666666666667;66.6666666666667;66.6666666666667;50;50;0;83.3333333333333;50;50;50;50;83.3333333333333;66.6666666666667;100;0;60;80;60;80;80;40;40;60;0;60;0;60;0;5;4;4;3;2;1;4;5;3;4;4;4;4;4;50;50;50;50;50;83.3333333333333;83.3333333333333;50;66.6666666666667;83.3333333333333;50;50;50;83.3333333333333;0;0;0;1;1;0;1;1;2;-.396821319382198;1.29466161677986;.362778151193007;-.2075126690235;.469674947755948;-.268658687580269;-.0752810624174718;-.0974635019823098;-.43566124590883;.0904052279286448;.117044178555451;0;1;0;.041999467304118;.0543750982438423;2;2
149;1;65;.833333333333333;43.3333333333333;15.9090909090909;60;66.6666666666667;50;50;50;53.3333333333333;66.6666666666667;16.6666666666667;4;2;4;50;0;3;52;2;33.3333333333333;16.6666666666667;66.6666666666667;66.6666666666667;50;66.6666666666667;66.6666666666667;66.6666666666667;66.6666666666667;33.3333333333333;3;100;66.6666666666667;83.3333333333333;83.3333333333333;66.6666666666667;83.3333333333333;83.3333333333333;83.3333333333333;33.3333333333333;33.3333333333333;33.3333333333333;50;66.6666666666667;4;5;R_PSUBT4Kp4Y11V1T;Default Response Set;Anonymous; ; ;0;5/9/2019;5/9/2019;1;19;2;2;1;1;6;2;3;679806;1;1;1;6;5;3;4;4;3;4;5;15.806;67.794;68.639;21;1;3;2;4;2;4;2;2;2;2;2;2;4;4;2;4;6.305;123.438;123.966;43;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;3.644;54.368;55.365;53;1;5;3;4;4;4;5;4;4;5;4;4;4;4;4;2;20.33;91.621;91.671;43;1;6;7;2;4;5;2;6;6;5;3;5;5;3;6.555;113.695;114.553;44;1;5;6;5;5;5;5;5;3;5;4;3;5;5;4;3;1.875;139.566;140.024;45;2;2;2;2;2;2;2;2;2;1;8;10;39;2;8;3;24;1;9;1; ; ; ; ; ; ; ;3;3; ;1;18;1;2;2; ;27.946197509766;-82.46070098877;-1;6;5;4;3;3;4;4;5;100;80;60;40;40;60;60;80;50;25;75;25;75;25;25;25;25;25;25;75;75;25;75;16.6666666666667;16.6666666666667;16.6666666666667;16.6666666666667;16.6666666666667;16.6666666666667;16.6666666666667;16.6666666666667;16.6666666666667;16.6666666666667;16.6666666666667;0;16.6666666666667;16.6666666666667;16.6666666666667;16.6666666666667;16.6666666666667;16.6666666666667;16.6666666666667;16.6666666666667;16.6666666666667;16.6666666666667;80;40;60;60;60;80;60;60;80;60;60;60;60;60;20;6;4;6;3;3;2;3;5;4;3;3;5;4;5;33.3333333333333;33.3333333333333;66.6666666666667;50;66.6666666666667;16.6666666666667;16.6666666666667;16.6666666666667;16.6666666666667;16.6666666666667;16.6666666666667;16.6666666666667;16.6666666666667;16.6666666666667;0;1;1;1;1;1;2;1;2;.332426576393747;-1.08555511232459;1.77032612552368;-.0468709376757341;-1.92178657604402;.0508809860133402;-.0829768454951444;.0900759388318214;-.43566124590883;.0204198511047254;-.0221668737596416;0;1;0;.041999467304118;-.0455927364468946;2;2
150;1;77.5;1;66.6666666666667;42.4242424242424;35;60;25;50;33.3333333333333;21.6666666666667;80.7692307692308;24.0740740740741;7;3; ;37.5;12.5;3;56;2;0;0;33.3333333333333;16.6666666666667;0;50;33.3333333333333;33.3333333333333;33.3333333333333;16.6666666666667;2;100;83.3333333333333;100;100;100;100;33.3333333333333;66.6666666666667;83.3333333333333;33.3333333333333;83.3333333333333;83.3333333333333;83.3333333333333;5;5;R_3ltziHnZRyk8W6S;Default Response Set;Anonymous; ; ;0;5/9/2019;5/9/2019;1;27;2;1;1;1;6;2;3;191512;2;1;1;6;3;2;3;3;1;6;5;17.534;38.939;39.991;8;1;4;4;4;5;4;4;2;3;3;4;3;4;2;4;5;9.406;81.357;82.397;18;1;4;3;1;4;4;2;4;4;4;4;4;2;4;4;2;4;4;4;5;4;4;3;2.922;61.555;62.786;27;1;4;3;4;4;3;4;4;4;2;3;4;4;4;3;4;8.537;121.163;122.096;17;1;7;7;5;2;6;1;7;5;7;6;5;6;6;15.055;84.937;85.879;19;1;7;7;3;2;3;4;6;5;3;7;3;5;1;3;5;30.631;154.11;155.11;23;1;1;1;5;5;5;1;2;1;1;4;10;39;2;8;3;28;1;11;1; ; ; ; ; ; ; ;2;3; ;3;0;1;2;2; ;33.370803833008;-84.815399169922;-1;6;3;5;4;4;6;6;5;100;40;80;60;60;100;100;80;75;75;75;100;75;75;25;50;50;75;50;75;25;75;100;50;33.3333333333333;0;50;50;16.6666666666667;50;50;50;50;50;16.6666666666667;50;50;16.6666666666667;50;50;50;66.6666666666667;50;50;33.3333333333333;60;40;60;60;40;60;60;60;20;40;60;60;60;40;60;3;6;7;3;1;1;2;3;1;3;3;1;5;3;33.3333333333333;33.3333333333333;0;66.6666666666667;33.3333333333333;0;0;0;66.6666666666667;66.6666666666667;66.6666666666667;0;16.6666666666667;0;1;1;1;1;1;1;2;1;2;-1.39525858715896;.0361062496465637;2.37391878616913;-.0468709376757341;.08571330433409;-.00169233377688858;-.111267799473787;-.00401746294542436;.63155448552695;-.029601550929964;-.00106880098780275;0;1;0;-.418220047662139;-.015100357448087;2;2
151;1;47.5;.666666666666667;50;49.2424242424242;40;43.3333333333333;25;25;50;45;50;48.1481481481481;6;3;1;25;25;2;40;2;50;0;50;50;50;50;50;50;50;50;4;50;50;50;50;50;50;50;50;50;50;50;50;50;3;5;R_1MXk9X4BIdvoSbR;Default Response Set;Anonymous; ; ;0;5/9/2019;5/9/2019;1;36;2;5;1;1;6;1;3;917334;2;1;1;3;3;3;3;4;3;3;3;1.959;7.95;8.895;8;1;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;1.315;11.262;12.967;16;1;4;4;2;4;4;4;4;4;4;4;4;4;4;4;4;4;5;4;4;4;4;4;3.257;54.102;54.739;24;1;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;27.427;143.551;144.178;15;1;4;4;4;4;4;4;4;4;4;4;4;4;4;1.428;11.506;12.717;16;1;4;7;4;4;4;4;4;4;4;4;4;4;4;4;4;.893;15.353;15.996;17;4;4;4;3;4;4;4;4;4;1;8;10;39;2;7;3;36;1;4;1; ; ; ; ; ; ; ;2;2; ;2;8;1;2;2; ;30.12190246582;-91.950202941895;-1;3;3;4;4;3;4;3;3;40;40;60;60;40;60;40;40;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;16.6666666666667;50;50;50;50;50;50;50;50;50;50;50;50;50;66.6666666666667;50;50;50;50;50;60;40;40;40;40;40;40;40;40;40;40;40;40;40;40;4;4;4;4;4;1;4;4;4;4;4;4;4;4;50;50;50;50;50;50;50;50;33.3333333333333;50;50;50;50;50;0;1;1;1;0;1;1;1;2;-.66619473297416;-.553437072613036;1.69809625383148;-.87225664267505;-.939789419735656;.482739162889355;-1.48117573730613;.819737564080157;-.130742465498608;.114040984010874;-.0631145083488882;0;1;0;-.878439562628396;.486161020008535;2;2
152;1;97.5;.5;25;0;25;96.6666666666667;0;0;40;18.3333333333333;89.7435897435898;0;6;3;1;0;50;1;72;2;0;0;0;83.3333333333333;0;0;0;16.6666666666667;16.6666666666667;66.6666666666667;1;100;100;100;100;100;100;83.3333333333333;100;83.3333333333333;100;83.3333333333333;100;16.6666666666667;5;4;R_r1EZDjo7cwC78DD;Default Response Set;Anonymous; ; ;0;5/9/2019;5/9/2019;1;20;2;9;1;1;4;1;4;736969;2;1;1;6;6;1;1;2;1;6;6;3.5;41.585;42.176;28;1;4;4;4;1;1;1;1;1;1;1;1;2;2;2;4;2.537;74.184;74.48;39;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;.848;42.447;43.178;58;1;5;2;6;6;3;6;6;6;2;2;5;4;5;4;5;14.489;95.714;96.14;39;1;7;7;2;1;7;1;7;7;7;6;1;2;6;3.685;34.855;35.988;35;1;7;7;1;6;1;1;3;6;2;7;4;4;1;4;4;2.047;98.492;99.266;52;1;1;1;1;1;1;1;1;1;1;8;50;20;2;8;3;20;1;11;1; ; ; ; ; ; ; ;1;1; ;4;0;1;2;2; ;47.011093139648;-122.875;-1;6;6;6;6;5;6;6;6;100;100;100;100;80;100;100;100;75;75;75;0;0;0;0;0;0;0;0;25;25;25;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80;20;100;100;40;100;100;100;20;20;80;60;80;60;80;6;7;7;7;1;1;5;2;1;4;4;1;4;4;50;50;0;50;50;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;1;2;-1.57712018332241;1.83076442880041;.563140804232796;-1.37007356282913;1.03097815279545;-2.5082819436674;-.771544328029685;-1.41251591099946;-1.27418789203694;1.74573114495679;3.19602248243589;0;1;0;-1.79887859256091;-3.29332293899105;2;2
153;1;95;.333333333333333;21.6666666666667;0;35;100;0;0;0;30;73.0769230769231;0;6;3;1;0;50;1;88;2;0;0;0;0;16.6666666666667;83.3333333333333;0;100;50;50;1;100;100;100;100;66.6666666666667;100;83.3333333333333;100;66.6666666666667;83.3333333333333;0;50;0;4;5;R_2uvXGH6P4jrtsYF;Default Response Set;Anonymous; ; ;0;5/9/2019;5/9/2019;1;61;2;2;1;1;6;1;1;240069;2;1;1;6;4;1;1;1;1;6;6;13.001;46.347;48.008;8;1;2;1;4;2;2;2;1;1;1;1;3;1;1;2;4;14.326;89.083;90.296;15;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4.978;46.705;48.594;22;1;6;1;6;6;4;6;6;6;3;3;6;6;3;6;6;15.346;127.666;131.174;18;1;7;7;2;4;7;1;7;7;5;5;2;1;1;6.806;77.254;78.714;18;1;7;7;1;1;1;6;4;1;4;6;1;7;1;7;7;5.625;104.389;105.627;16;1;1;1;1;1;1;1;1;1;1;8;50;20;2;7;3;61;1;2;1; ; ; ; ; ; ; ;1;1; ;1;0;1;2;2; ;39.908004760742;-75.084899902344;-1;6;4;6;6;6;6;6;6;100;60;100;100;100;100;100;100;25;0;75;25;25;25;0;0;0;0;50;0;0;25;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;100;60;100;100;100;40;40;100;100;40;100;100;6;4;7;6;1;1;4;7;2;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;1;2;-.940604596750354;1.60643215640618;-.040451856412649;-1.37007356282913;-.0649831629276048;-2.20093022797068;.0554220190383303;.089031713556129;-1.42664728224206;1.95461172488186;3.13995112813876;0;1;0;-1.79887859256091;-2.88977641656053;2;2
